# Original catalog: COSMOS2015_Laigle+_v1.1.fits.gz
# 
# Selected: 0 < ip (after correction) < 25.0,
#           ip_FLAGS < 4,
#           TYPE == 0,
#           PHOTOZ > 0,
#           CLASS == 0
# 
# Observe with: Single fibers
# 
# Date: 20 Jul 2021
# 
#  NUMBER  ALPHA_J2000  DELTA_J2000 PHOTOZ  MASS    SFR       u   u_err       B   B_err       V   V_err       r   r_err       i   i_err       z   z_err
   904795 150.01906438  2.673154293   1.29 11.28 -15.99   26.43    0.43   26.34    0.23   25.68    0.19   24.99    0.10   23.53    0.05   22.57    0.02
   904797 150.09015752  2.672385358   0.36  9.70  -2.29   24.81    0.11   23.89    0.05   22.74    0.03   22.12    0.02   21.57    0.01   21.26    0.01
   904808 150.20605006  2.672889844   0.31 11.13  -0.53   22.06    0.01   21.08    0.01   19.77    0.01   19.18    0.01   18.60    0.00   18.25    0.00
   904857 149.57469129  2.673050417   1.42 10.82  -0.03   26.02    0.53   25.34    0.11   24.70    0.10   24.38    0.07   23.47    0.04   22.77    0.03
   904955 150.53530522  2.671519233   0.82 10.50  -7.24   26.64   -1.00   25.90    0.19   24.25    0.08   23.45    0.04   22.25    0.02   21.65    0.01
   904986 150.50844894  2.673150587   0.86 10.60  -0.97   26.37    0.50   25.55    0.13   24.16    0.07   23.31    0.03   22.08    0.02   21.38    0.01
   905016 150.05808143  2.673509997   0.94 10.53  -0.59   26.61    0.55   25.89    0.17   25.22    0.16   24.43    0.11   23.23    0.09   22.72    0.03
   905052 149.52441780  2.675185071   0.23  7.85  -3.29   26.71   -1.00   26.49    0.24   25.43    0.15   24.91    0.09   24.80    0.11   24.66    0.14
   905116 150.45083365  2.674146989   0.95 10.52  -2.77   26.86   -1.00   26.58    0.27   25.56    0.17   24.61    0.08   23.42    0.04   22.51    0.02
   905179 149.70040440  2.674686759   1.29 10.74  -1.25   26.90   -1.00   26.97    0.39   26.31    0.30   25.26    0.12   23.97    0.06   23.05    0.03
   905195 150.14209126  2.671395520   0.38 10.36  -2.92   24.16    0.06   23.00    0.03   21.72    0.02   20.98    0.01   20.37    0.01   20.03    0.00
   905215 150.36738057  2.674888756   1.29 10.53  -0.32   26.84   -1.00   25.89    0.16   25.57    0.17   24.78    0.09   23.71    0.05   22.86    0.03
   905474 149.94850786  2.673976882   0.91 10.51  -8.53   26.81   -1.00   26.36    0.24   24.95    0.11   24.06    0.06   22.84    0.03   22.14    0.02
   905475 149.88208376  2.675183417   1.39 10.82  -0.31   26.93   -1.00   25.96    0.15   25.47    0.14   24.91    0.09   23.64    0.04   22.83    0.03
   905533 150.73153732  2.673524876   0.87 11.02  -0.98   25.61    0.37   24.93    0.11   23.41    0.06   22.52    0.02   21.26    0.01   20.57    0.00
   905557 149.75833496  2.675314041   0.88  9.78  -5.80   26.86   -1.00   27.57    0.64   26.25    0.30   25.33    0.13   24.07    0.07   23.40    0.05
   905614 149.52651420  2.675867825   0.74  9.30  -9.74   26.71   -1.00   27.70   -1.00   27.25    0.67   26.12    0.23   24.92    0.12   24.50    0.12
   905639 149.67771616  2.672473868   0.47 10.81  -0.47   24.32    0.08   23.33    0.03   22.20    0.02   21.26    0.01   20.51    0.01   20.08    0.00
   905776 150.45224327  2.674418891   0.86 10.38  -0.74   26.80   -1.00   26.37    0.23   25.75    0.21   24.94    0.10   23.73    0.05   22.96    0.03
   905845 149.72820909  2.676450264   0.33  8.28  -7.30   26.92   -1.00   26.55    0.26   25.68    0.18   25.14    0.11   24.43    0.08   24.39    0.12
   905916 149.90301684  2.675876507   0.35  9.58  -2.09   26.39    0.48   24.92    0.08   23.74    0.05   23.03    0.03   22.51    0.02   22.21    0.02
   905942 149.54371415  2.676262011   0.56  9.35  -9.70   26.48   -1.00   27.54   -1.00   26.97    0.62   25.88    0.21   24.77    0.12   24.47    0.14
   905946 149.82576758  2.675087794   1.53 11.09  -1.48   26.82   -1.00   27.20    0.54   26.91    0.61   25.64    0.20   24.27    0.09   23.35    0.05
   905956 149.90428016  2.674876421   1.54 11.13  -0.44   26.92   -1.00   26.37    0.21   25.67    0.17   25.03    0.10   23.83    0.05   22.93    0.03
   906101 149.51034662  2.676333010   1.23 10.69  -0.22   26.68   -1.00   26.81    0.34   26.30    0.31   25.80    0.20   24.52    0.09   23.61    0.06
   906145 149.82226450  2.677123067   0.12  7.61  -5.22   26.95   -1.00   27.51   -1.00   25.98    0.29   25.57    0.16   25.00    0.16   24.50    0.12
   906182 150.52156173  2.677026552   0.12  7.18  -8.40   26.92   -1.00   26.39    0.22   25.39    0.16   24.94    0.10   24.79    0.12   24.66    0.16
   906186 150.34715257  2.675112697   1.47 11.18  -0.39   26.78   -1.00   26.17    0.21   25.42    0.16   24.69    0.09   23.37    0.04   22.50    0.02
   906224 149.83285578  2.675283349   0.13  7.70  -3.15   25.38    0.23   24.88    0.09   24.09    0.06   23.80    0.05   23.51    0.04   23.47    0.05
   906255 150.06879710  2.676982717   0.34  8.31  -5.69   27.19   -1.00   26.45    0.24   25.27    0.13   24.91    0.10   24.33    0.08   24.15    0.10
   906309 150.51067159  2.673681829   1.46 11.21  -1.36   26.10    0.45   25.94    0.19   25.14    0.15   24.78    0.11   23.78    0.06   22.98    0.04
   906315 149.75090260  2.675729774   1.05 10.78  -0.34   26.88   -1.00   27.19    0.63   26.60    0.51   25.10    0.14   23.86    0.08   22.88    0.03
   906365 150.74218950  2.676795558   0.81  9.82  -1.32   26.62   -1.00   26.92    0.36   25.64    0.18   24.55    0.10   23.58    0.06   23.03    0.04
   906454 150.68836243  2.676849670   1.14 10.72  -0.19   26.52    0.74   26.67    0.29   26.08    0.27   25.26    0.14   24.32    0.11   23.32    0.05
   906506 149.62791362  2.677385514   0.07  7.25  -4.41   26.78   -1.00   25.73    0.15   25.11    0.12   24.59    0.08   24.17    0.07   24.02    0.09
   906538 149.85088880  2.676963950   1.03 10.37 -10.40   26.91   -1.00   27.06    0.37   26.14    0.26   25.20    0.11   24.11    0.07   23.13    0.03
   906539 150.44124083  2.672435080   0.87 11.11  -9.67   25.89    0.44   25.32    0.13   23.73    0.06   22.74    0.03   21.47    0.01   20.68    0.01
   906613 150.14469105  2.674805832   0.32  9.48  -4.52   24.31    0.07   23.42    0.04   22.22    0.02   21.73    0.02   21.28    0.01   21.05    0.01
   906722 149.81000136  2.676751132   0.21  8.43  -2.30   25.85    0.32   25.13    0.10   24.33    0.07   23.94    0.05   23.50    0.04   23.33    0.05
   906784 149.86942223  2.674285489   1.60 11.24  -1.49   26.06    0.44   25.20    0.11   24.53    0.09   24.01    0.06   22.80    0.03   21.92    0.01
   906866 149.88675496  2.676059229   0.90 10.79  -0.54   26.89   -1.00   26.83    0.30   25.32    0.13   24.50    0.07   23.18    0.03   22.37    0.02
   906923 150.05264915  2.675756970   0.73 10.30  -1.70   26.60    0.52   25.64    0.13   24.29    0.07   23.46    0.04   22.27    0.02   21.81    0.01
   906944 149.99448493  2.678122421   0.71  9.64  -1.21   27.08   -1.00   25.92    0.13   24.89    0.09   24.24    0.05   23.28    0.03   22.88    0.02
   907024 150.21383856  2.678200243   1.46 10.93  -2.36   27.02   -1.00   26.68    0.28   26.63    0.39   25.91    0.21   24.58    0.10   23.71    0.06
   907046 150.65246539  2.673612907   0.43 10.92  -0.75   24.12    0.10   22.88    0.03   21.67    0.02   20.79    0.01   20.12    0.01   19.71    0.00
   907102 149.43600155  2.678189897   0.31  8.06  -6.70   26.62   -1.00   27.55    0.58   25.84    0.21   25.07    0.11   24.65    0.10   24.58    0.13
   907103 150.00273521  2.674876176   1.23 11.65   1.17   24.68    0.12   24.46    0.07   24.10    0.08   23.55    0.05   22.50    0.03   21.56    0.01
   907209 150.13832090  2.678028823   0.37  9.14  -1.41   26.77    0.55   25.58    0.13   24.36    0.07   23.81    0.05   23.35    0.04   23.02    0.03
   907355 149.49437528  2.676722549   0.62 10.50 -10.28   26.02    0.49   24.79    0.08   23.43    0.04   22.53    0.02   21.51    0.01   21.05    0.01
   907383 150.44440208  2.677407629   0.93 10.32  -0.53   25.90    0.33   25.33    0.11   24.41    0.08   23.81    0.05   22.66    0.02   22.01    0.01
   907410 150.27385093  2.678529666   1.36 10.69  -2.59   26.77   -1.00   27.16    0.41   26.85    0.47   25.78    0.19   24.75    0.11   23.98    0.08
   907431 150.02722766  2.679102145   0.25  8.49  -3.56   25.87   -1.00   25.47   -1.00   25.51   -1.00   25.26   -1.00   24.57   -1.00   24.91    0.63
   907474 149.47969753  2.677409360   0.41  9.73  -0.65   25.21    0.22   24.28    0.06   23.36    0.04   22.72    0.03   22.22    0.02   21.90    0.01
   907477 150.09932730  2.678268156   0.31  8.98  -2.12   27.07   -1.00   25.42    0.12   24.48    0.08   23.90    0.05   23.38    0.04   23.10    0.04
   907506 149.71889554  2.674603808   0.75 11.14  -0.41   25.33    0.26   24.51    0.10   23.17    0.05   22.25    0.02   21.06    0.01   20.55    0.01
   907518 149.56064650  2.679101697   0.13  6.99  -5.21   26.54    0.78   26.11    0.19   25.50    0.16   25.04    0.11   24.79    0.11   24.76    0.17
   907573 149.67949972  2.677607570   1.68 10.86  -0.28   26.81   -1.00   26.43    0.26   25.71    0.20   25.28    0.13   24.59    0.10   23.79    0.07
   907589 150.58833006  2.677517041   0.85 10.82  -0.51   26.76    0.75   26.05    0.22   25.23    0.16   24.12    0.07   22.95    0.03   22.14    0.02
   907638 150.25859521  2.677680998   0.27  9.10  -2.04   24.62    0.10   23.85    0.05   22.76    0.03   22.35    0.02   21.93    0.02   21.69    0.01
   907856 149.75667421  2.678862688   1.14 10.30  -1.69   26.91   -1.00   27.17    0.43   26.71    0.41   25.48    0.14   24.40    0.09   23.45    0.05
   907970 150.14133429  2.679372968   0.36  8.65  -4.08   26.28    0.38   25.38    0.11   24.20    0.07   23.73    0.04   23.28    0.04   23.11    0.04
   908113 149.72021755  2.675055891   0.72 11.12 -22.67   26.69   -1.00   25.10    0.11   23.36    0.05   22.51    0.03   21.18    0.01   20.63    0.01
   908157 150.35772088  2.679210071   0.37  8.18  -3.54   26.18   -1.00   26.58    0.48   25.23    0.22   24.71    0.13   24.30    0.13   24.44    0.22
   908215 150.26409802  2.675747819   0.33 10.12  -0.80   24.10    0.07   23.29    0.03   22.13    0.02   21.55    0.01   21.00    0.01   20.64    0.00
   908304 149.41338153  2.678985478   0.88 10.13  -0.42   26.62   -1.00   26.06    0.21   25.78    0.24   25.04    0.13   23.94    0.07   23.28    0.04
   908358 149.49412265  2.678236787   1.49 11.03  -0.53   26.54   -1.00   26.35    0.27   26.14    0.30   25.04    0.11   23.80    0.06   22.88    0.03
   908396 150.73342753  2.678970942   0.94 10.84  -0.28   25.70    0.36   25.22    0.12   24.38    0.09   23.73    0.05   22.55    0.03   21.85    0.01
   908429 150.50684976  2.677479943   1.00 10.81 -12.13   26.75   -1.00   26.61    0.31   25.51    0.19   24.36    0.07   23.05    0.03   22.10    0.02
   908448 149.90509211  2.680224219   1.10 10.00   1.33   26.93   -1.00   26.25    0.19   25.49    0.15   24.85    0.08   24.09    0.06   23.27    0.04
   908478 149.50175374  2.678677233   1.74 10.61   0.03   26.40   -1.00   25.61    0.16   25.31    0.19   25.17    0.14   24.57    0.13   24.12    0.13
   908547 150.30248028  2.679924620   1.69 11.04  -0.53   26.92   -1.00   27.11    0.44   26.17    0.30   25.88    0.20   24.67    0.10   23.68    0.06
   908548 150.47716130  2.678639175   0.94 10.59  -0.32   26.85   -1.00   26.55    0.27   25.46    0.16   24.76    0.09   23.52    0.04   22.74    0.03
   908653 150.14554826  2.680513659   0.23  8.37  -2.92   26.95    0.62   26.16    0.18   25.05    0.11   24.67    0.08   24.16    0.06   23.96    0.07
   908662 150.51554420  2.679379821   1.48 11.15 -11.79   26.83   -1.00   26.56    0.27   26.01    0.26   25.72    0.19   24.29    0.08   23.53    0.06
   908663 150.68098939  2.678780624   1.41 11.00  -0.14   25.42    0.31   25.34    0.14   25.23    0.20 -100.07  -99.90   23.31    0.08   22.43    0.02
   908765 149.78474726  2.679713282   1.10 10.71  -0.20   25.85    0.30   25.55    0.12   25.20    0.13   24.42    0.07   23.54    0.04   22.58    0.02
   908772 149.73990225  2.679086245   1.14 10.57  -0.57   26.28    0.45   25.87    0.16   25.37    0.14   24.37    0.06   23.35    0.04   22.32    0.02
   908782 150.03549631  2.677777463   0.55 10.82  -0.73   25.38    0.17   24.53    0.06   23.22    0.04   22.32    0.02   21.25    0.01   20.76    0.00
   908933 149.70298905  2.680237059   0.83 10.46  -0.66   26.90   -1.00   27.03    0.39   25.47    0.15   24.57    0.07   23.33    0.04   22.67    0.02
   908942 150.74310158  2.679651752   0.84 10.66  -1.91   26.47   -1.00   25.57    0.15   24.25    0.08   23.47    0.05   22.19    0.02   21.55    0.01
   908981 150.30357123  2.680017983   1.58 11.14  -0.86   26.77   -1.00   26.55    0.33   25.68    0.23   25.16    0.14   24.09    0.07   23.28    0.05
   908994 150.15725986  2.678772839   0.79 10.98  -0.57   26.67    0.58   25.82    0.16   24.39    0.08   23.51    0.04   22.26    0.02   21.57    0.01
   909011 149.94378104  2.680681344   1.21 10.67  -0.23   26.92   -1.00   26.25    0.19   26.13    0.25   25.47    0.14   24.60    0.09   23.58    0.05
   909035 150.35233668  2.680107175   1.34 11.18 -16.10   26.81   -1.00   27.26    0.54   26.11    0.27   25.53    0.17   24.07    0.07   23.09    0.04
   909052 150.09926088  2.679207621   0.34 10.21  -1.08   24.50    0.08   23.52    0.04   22.24    0.02   21.60    0.01   21.03    0.01   20.68    0.00
   909080 150.03033678  2.680467765   1.17 10.49  -1.07   27.18   -1.00   26.66    0.28   25.85    0.21   24.98    0.10   23.78    0.05   22.92    0.03
   909179 150.21395289  2.678710857   0.72 10.92  -0.85   25.98    0.34   25.31    0.11   23.62    0.05   22.86    0.03   21.62    0.01   21.07    0.01
   909279 150.54106018  2.679697444   0.87 10.96  -0.37   25.83    0.33   25.40    0.12   24.21    0.07   23.38    0.04   22.14    0.02   21.40    0.01
   909386 150.09636662  2.681123958   0.36  8.84  -2.01   26.16    0.34   25.35    0.11   24.22    0.07   23.67    0.04   23.21    0.03   23.06    0.04
   909415 150.76884316  2.678572381   0.50  9.34  -2.39   25.58   -1.00   24.76    0.14   23.62    0.09   22.86    0.05   22.30    0.04   22.32    0.04
   909623 149.86684187  2.680207378   1.39 10.62  -0.23   26.36    0.55   25.58    0.13   25.23    0.14   24.91    0.10   23.86    0.06   23.02    0.03
   909638 150.30482730  2.680844190   1.24 10.44  -0.14   25.48    0.22   25.08    0.09   24.80    0.10   24.34    0.07   23.60    0.05   22.54    0.02
   909644 149.96265957  2.679507000   0.34 10.79  -0.88   23.46    0.04   22.44    0.02   21.12    0.01   20.42    0.01   19.80    0.01   19.42    0.00
   909744 149.97196034  2.677599234   0.76 10.85  -0.70   25.93    0.37   25.24    0.11   23.90    0.06   23.11    0.03   21.88    0.02   21.35    0.01
   909775 150.16183430  2.679223160   0.33  9.80  -4.96   23.85    0.04   22.92    0.03   21.70    0.02   21.18    0.01   20.72    0.01   20.47    0.00
   909819 150.36585625  2.682022365   1.24 10.60 -12.34   26.87   -1.00   27.58    0.63   26.53    0.36   25.96    0.22   24.86    0.13   23.60    0.06
   909838 149.94424492  2.682250047   1.09 10.14  -7.60   26.98   -1.00   27.88   -1.00   27.25    0.60   25.69    0.15   24.61    0.09   23.63    0.05
   909851 150.25460760  2.682194647   1.15 10.82   0.35   26.90   -1.00   27.11   -1.00   26.28    0.34   25.44    0.24   24.37    0.13   23.21    0.04
   909896 149.66725972  2.681445812   0.99 10.65  -1.92   26.87   -1.00   27.21    0.46   25.30    0.14   24.31    0.06   23.09    0.03   22.11    0.02
   909911 149.81629233  2.679960263   0.78  9.78  -0.80   25.85    0.32   25.32    0.11   24.71    0.09   24.08    0.06   23.03    0.03   22.68    0.03
   909912 150.01703578  2.679669341   0.74 10.97  -0.79   25.54    0.20   24.89    0.11   23.63    0.06   22.82    0.03   21.56    0.02   21.00    0.01
   909945 149.49402040  2.681711458   0.93 10.27  -1.30   26.65   -1.00   26.66    0.31   25.30    0.14   24.46    0.07   23.27    0.04   22.51    0.02
   910037 150.15040474  2.682458079   0.14  7.80  -2.93   26.15    0.31   25.94    0.16   25.19    0.12   24.80    0.09   24.28    0.07   24.12    0.09
   910059 150.46975823  2.680165324   0.92 10.99  -0.35   25.39    0.25   25.03    0.10   24.44    0.09   23.59    0.05   22.48    0.02   21.59    0.01
   910086 149.93656408  2.679579293   0.78 11.16   0.04   24.94    0.16   24.43    0.07   23.39    0.05   22.63    0.03   21.36    0.01   20.76    0.00
   910199 150.14140854  2.682814137   0.96  9.73   0.68   27.20   -1.00   27.37    0.49   26.58    0.36   25.98    0.21   24.69    0.10   24.09    0.08
   910344 149.98270590  2.682983270   1.45 10.76  -2.52  -99.91  -99.90   27.77   -1.00   27.13    0.58   26.80    0.42   24.99    0.13   24.07    0.08
   910452 150.64460482  2.677971007   1.05 11.38   0.26   23.99    0.11   23.94    0.06   23.53    0.06   22.87    0.03   21.88    0.02   20.96    0.01
   910458 149.75038619  2.680113542   0.87 11.07  -2.21   25.76    0.34   25.18    0.17   23.76    0.06   22.79    0.04   21.58    0.02   20.77    0.01
   910612 149.54224964  2.682869657   1.01 10.33  -1.66   26.65   -1.00   26.77    0.30   26.02    0.23   24.96    0.10   23.76    0.05   22.89    0.03
   910627 150.10721139  2.681456412   0.99 10.67  -0.90   25.82    0.26   25.42    0.12   24.56    0.09   23.74    0.05   22.59    0.02   21.74    0.01
   910703 150.02257572  2.683668020   0.90  9.99  -0.56   27.19   -1.00   26.92    0.29   26.03    0.21   25.27    0.11   24.33    0.07   23.68    0.05
   910757 149.93618996  2.683492190   0.99 10.18  -1.81   26.94   -1.00   26.80    0.28   26.00    0.23   25.14    0.10   23.95    0.06   23.14    0.03
   910871 149.46494772  2.683146466   1.37 11.14   0.29   24.67    0.28   24.26    0.09   23.98    0.10   23.23    0.05   22.50    0.04   21.70    0.02
   910942 149.86579921  2.680121561   0.99 11.19  -9.58   26.22    0.48   25.38    0.12   24.13    0.07   23.09    0.03   21.86    0.01   20.88    0.00
   911062 149.51824336  2.680649352   0.38 10.60  -6.29   24.39    0.12   23.11    0.03   21.79    0.02   21.00    0.01   20.36    0.01   19.99    0.00
   911071 150.37642640  2.683830142   0.96 10.08  -1.48   26.82   -1.00   26.91    0.39   26.03    0.27   24.89    0.14   23.81    0.07   23.11    0.05
   911154 149.51821359  2.683084272   1.14 10.65  -0.91   26.67   -1.00   26.35    0.24   25.58    0.17   24.48    0.07   23.41    0.04   22.37    0.02
   911187 149.74501134  2.679784389   0.87 11.20  -9.57   25.39    0.25   24.90    0.10   23.38    0.05   22.39    0.02   21.16    0.01   20.39    0.00
   911190 150.14335844  2.686847576   0.39 11.61  -0.37   22.44    0.02   21.18    0.02   19.75    0.01   18.97    0.01   18.24    0.00   17.82    0.00
